Fitness Score,Car Position
192.87826868493585,"(43, 45)"
192.85707707424504,"(44, 45)"
192.85578261652003,"(27, 44)"
192.84128040315503,"(43, 45)"
192.84088375803321,"(25, 22)"
192.83350567838312,"(75, 47)"
192.82930575907,"(75, 47)"
192.82871293666608,"(75, 47)"
192.78166953142443,"(27, 44)"
192.7802324119928,"(27, 44)"
192.76047538204537,"(43, 45)"
192.75269918185538,"(13, 43)"
192.74733893561515,"(43, 45)"
192.7467806359293,"(76, 47)"
192.74602906946686,"(75, 47)"
192.74214047346223,"(60, 46)"
192.73717636084316,"(28, 44)"
192.72891023063087,"(59, 46)"
192.71171876002902,"(43, 45)"
192.71156144066916,"(59, 46)"
192.7094277239252,"(59, 46)"
192.70401045650928,"(11, 43)"
192.69350626435096,"(78, 40)"
192.67792838436608,"(75, 47)"
192.67317926686053,"(59, 46)"
192.64486080395938,"(27, 44)"
192.63916481133532,"(11, 43)"
192.63048465156555,"(27, 44)"
192.62775915147375,"(60, 46)"
192.60399160143558,"(75, 47)"
192.59263644392658,"(43, 45)"
192.59240531814493,"(75, 47)"
192.58355144195988,"(27, 44)"
192.58241469023642,"(60, 46)"
192.57536871590344,"(75, 47)"
192.56513080100478,"(76, 47)"
192.56134324523714,"(27, 44)"
192.53025176027518,"(27, 44)"
192.52387586243137,"(43, 45)"
192.51531630630757,"(75, 47)"
192.50094636944178,"(60, 46)"
192.49866810770428,"(27, 44)"
192.4868282744862,"(43, 45)"
192.47252929538496,"(27, 44)"
192.44796002526158,"(75, 47)"
192.43721239051771,"(27, 44)"
192.4351818967037,"(75, 47)"
192.42171528044295,"(59, 46)"
192.41858349963925,"(75, 47)"
192.41695878881248,"(43, 45)"
192.41227667182903,"(43, 45)"
192.4044430568272,"(75, 47)"
192.3672340843984,"(27, 44)"
192.35277856195898,"(43, 45)"
192.34860011569342,"(76, 47)"
192.33361113939432,"(59, 46)"
192.327917528846,"(59, 46)"
192.30253627339758,"(43, 45)"
192.2855649913983,"(44, 45)"
192.26487460849822,"(60, 46)"
192.25721043253964,"(29, 44)"
192.21281985324939,"(75, 47)"
192.20646060463807,"(75, 47)"
192.17659869784168,"(75, 47)"
192.17455708352404,"(43, 45)"
192.17051966651337,"(60, 46)"
192.1666790784103,"(75, 47)"
192.16608971701515,"(27, 44)"
192.1576487049472,"(43, 45)"
192.13907524983432,"(27, 44)"
192.13048613507573,"(76, 47)"
192.1296252852407,"(43, 45)"
192.10707958895705,"(75, 47)"
192.10005929502464,"(27, 44)"
192.09567523837558,"(43, 45)"
192.0915970693858,"(59, 46)"
192.07633075912946,"(94, 41)"
192.07390229761054,"(43, 45)"
192.05628641963776,"(27, 44)"
192.03690540336464,"(43, 45)"
192.02925220374536,"(59, 46)"
192.0264187590633,"(59, 46)"
192.0200546857244,"(59, 46)"
192.0161415487095,"(43, 45)"
192.00284153905562,"(59, 46)"
191.99317856910938,"(43, 45)"
191.98551636888615,"(43, 45)"
191.98405474936052,"(76, 47)"
191.98105955340444,"(59, 46)"
191.9519522190145,"(38, 23)"
191.92568890617625,"(59, 46)"
191.90428668542694,"(60, 46)"
191.88337549965254,"(76, 47)"
191.87769351285445,"(75, 47)"
191.7943302233306,"(28, 44)"
191.78195154801253,"(75, 47)"
191.76779721473287,"(59, 46)"
191.75450636653702,"(43, 45)"
191.7541219349067,"(75, 47)"
191.74752767484574,"(76, 47)"
191.72068403161498,"(59, 46)"
191.71668555771828,"(75, 47)"
191.70968218758082,"(75, 47)"
191.70706563790006,"(43, 45)"
191.69567718115204,"(59, 46)"
191.6925456230327,"(43, 45)"
191.68503405674895,"(43, 45)"
191.67679896993903,"(43, 45)"
191.67429209008347,"(75, 47)"
191.6630978557897,"(43, 45)"
191.66110789032274,"(76, 47)"
191.61257650185195,"(59, 46)"
191.60989301248162,"(59, 46)"
191.60985286020107,"(43, 45)"
191.6043265544138,"(59, 46)"
191.590882934294,"(43, 45)"
191.58533792799682,"(59, 46)"
191.5761701104598,"(60, 46)"
191.56378754827625,"(75, 47)"
191.5213668415335,"(10, 43)"
191.50803970714787,"(75, 47)"
191.49152497490311,"(75, 47)"
191.4832479416211,"(75, 47)"
191.4700353961228,"(75, 47)"
191.45478296233847,"(75, 47)"
191.42742874617585,"(75, 47)"
191.40433322933316,"(75, 47)"
191.39002587933822,"(9, 21)"
191.37638293964227,"(59, 46)"
191.3510956993995,"(44, 45)"
191.3121708322641,"(76, 47)"
191.2999621603695,"(59, 46)"
191.2959685425727,"(59, 46)"
191.29557142242467,"(75, 47)"
191.2868544255183,"(59, 46)"
191.2816257730559,"(59, 46)"
191.272183493537,"(59, 46)"
191.27190387969765,"(43, 45)"
191.27150623077833,"(59, 46)"
191.2500249100479,"(59, 46)"
191.241105222239,"(43, 45)"
191.232963609354,"(75, 47)"
191.19726091949246,"(75, 47)"
191.18042563939701,"(59, 46)"
191.16743046119217,"(75, 47)"
191.09498412133914,"(75, 47)"
191.078949431281,"(75, 47)"
191.06301209870233,"(76, 47)"
191.06271625128838,"(11, 43)"
191.02301164115,"(75, 47)"
191.01929389601878,"(75, 47)"
191.00502622717414,"(75, 47)"
190.99958073726518,"(26, 44)"
190.99059479254706,"(60, 46)"
190.98986914203746,"(75, 47)"
190.97609509079976,"(75, 47)"
190.96854650458727,"(59, 46)"
190.9213074324854,"(75, 47)"
190.88678391311038,"(59, 46)"
190.86459165843561,"(59, 46)"
190.8622940760812,"(75, 47)"
190.85450533669123,"(59, 46)"
190.76868826089705,"(75, 47)"
190.76674469559282,"(75, 47)"
190.76578256679986,"(75, 47)"
190.75087266701766,"(75, 47)"
190.7463200428922,"(75, 47)"
190.69763280961706,"(75, 47)"
190.68890728065068,"(11, 43)"
190.67040739787655,"(60, 46)"
190.668118351666,"(75, 47)"
190.6500444888739,"(22, 22)"
190.582478406656,"(75, 47)"
190.57319515311295,"(75, 47)"
190.55011159878026,"(75, 47)"
190.52658827572185,"(27, 44)"
190.45061666308206,"(75, 47)"
190.40106068287238,"(76, 47)"
190.3648378577037,"(75, 47)"
190.34025836372072,"(75, 47)"
190.31946941462422,"(12, 43)"
190.31879303684377,"(75, 47)"
190.2841656302845,"(27, 44)"
190.20315919488087,"(76, 47)"
190.06235171335396,"(11, 43)"
190.06006276846696,"(43, 45)"
189.99800054263395,"(43, 45)"
189.9622305606136,"(11, 43)"
189.9468754337152,"(75, 47)"
189.8846653707729,"(27, 44)"
189.85755344692572,"(27, 44)"
189.8422238035503,"(75, 47)"
189.79934766576838,"(28, 44)"
189.77588047226914,"(27, 44)"
189.74213148297022,"(75, 47)"
189.717457523842,"(94, 19)"
189.71221400111645,"(59, 46)"
189.70590216992673,"(43, 45)"
189.70583629034158,"(43, 45)"
189.69943212871917,"(43, 45)"
189.68831052044717,"(59, 46)"
189.67068749540155,"(59, 46)"
189.42883632327738,"(59, 46)"
189.3692738104334,"(59, 46)"
189.32252173902683,"(28, 44)"
189.2001271044375,"(59, 46)"
189.0718396796816,"(75, 47)"
189.03160968332332,"(75, 47)"
189.00288257098944,"(29, 44)"
188.9439068106418,"(75, 47)"
188.86427198526644,"(44, 45)"
188.83475394462502,"(75, 47)"
188.61625525302398,"(29, 44)"
188.48147926268558,"(44, 45)"
188.2164169586022,"(45, 45)"
188.1141640383767,"(75, 47)"
188.09190208082853,"(60, 46)"
187.8893142665294,"(61, 46)"
187.82869312636302,"(75, 47)"
187.82657017986915,"(76, 47)"
187.80683504895245,"(78, 18)"
187.68306457057275,"(81, 40)"
187.60847767625967,"(61, 46)"
187.60540076074577,"(76, 47)"
187.5570453763916,"(75, 47)"
187.35145002386355,"(77, 47)"
187.32353482614576,"(59, 46)"
187.1853620362984,"(76, 47)"
187.14781670710917,"(97, 41)"
187.1151442334913,"(59, 46)"
186.8871126627737,"(59, 46)"
186.68532326824086,"(59, 46)"
186.61657371087097,"(97, 41)"
186.52184329551645,"(43, 45)"
186.3798408379,"(43, 45)"
186.2218650514095,"(43, 45)"
186.09256567189746,"(13, 43)"
186.07681128681867,"(43, 45)"
185.96897628790109,"(27, 44)"
185.88140590399675,"(27, 44)"
185.80614757090746,"(27, 44)"
185.7620834365875,"(11, 43)"
185.76124997233248,"(11, 43)"
185.71731418022492,"(11, 43)"
185.65829139854907,"(62, 17)"
185.650740185279,"(11, 43)"
185.60708842164988,"(29, 44)"
185.18220105802442,"(29, 44)"
184.7403564015524,"(44, 45)"
184.39455750582542,"(60, 46)"
184.10189297952908,"(60, 46)"
183.81074741573838,"(76, 47)"
183.59324985833013,"(76, 47)"
182.87552066183738,"(75, 47)"
182.80295300004758,"(75, 47)"
182.6212195141891,"(75, 47)"
182.53295864535556,"(75, 47)"
182.32500911576193,"(75, 47)"
182.2204597730547,"(75, 47)"
182.1005361924549,"(59, 46)"
182.01423813322484,"(59, 46)"
181.88930029922943,"(59, 46)"
181.80114594001213,"(59, 46)"
181.69725313551476,"(59, 46)"
181.58279009561912,"(59, 46)"
181.46955621598426,"(59, 46)"
181.38486676451808,"(59, 46)"
181.29444670861076,"(43, 45)"
181.21151331046565,"(43, 45)"
181.20028960992911,"(43, 45)"
181.07787737324875,"(43, 45)"
181.02202774089247,"(43, 45)"
180.94736348951398,"(27, 44)"
180.9242719551944,"(43, 45)"
180.8912285767227,"(27, 44)"
180.85378347205904,"(27, 44)"
180.78563958644511,"(27, 44)"
180.78335054456144,"(27, 44)"
180.7079328497502,"(27, 44)"
180.70320781190054,"(27, 44)"
180.66783573158273,"(11, 43)"
180.6617834938491,"(11, 43)"
180.62833139655572,"(27, 44)"
180.6278147403394,"(11, 43)"
180.600207752744,"(11, 43)"
180.57767218833052,"(11, 43)"
180.5651641400728,"(11, 43)"
180.52971053052275,"(11, 43)"
180.49594013062554,"(11, 43)"
115.71316807958834,"(61, 46)"
115.18083461397002,"(91, 48)"
115.15199458054366,"(77, 47)"
115.11011251453756,"(91, 48)"
115.10507565166536,"(91, 48)"
115.06316337749193,"(91, 48)"
114.96875935126488,"(92, 48)"
114.75152190639669,"(91, 48)"
114.72942117820789,"(91, 48)"
114.63166823458485,"(91, 48)"
114.61086495457243,"(93, 48)"
114.57348741003314,"(91, 48)"
114.55462753085521,"(91, 48)"
114.53043668586876,"(91, 48)"
114.49011810071687,"(91, 48)"
114.42622184324681,"(91, 48)"
114.40909135461794,"(8, 50)"
114.37196884661034,"(91, 48)"
114.37129913888549,"(91, 48)"
114.31827572419327,"(91, 48)"
114.24953381399148,"(91, 48)"
114.18039857476344,"(91, 48)"
114.17769500039408,"(91, 48)"
114.10294879044845,"(91, 48)"
114.09741757304788,"(91, 48)"
114.0945998519421,"(93, 48)"
114.08375607526625,"(91, 48)"
114.06039013843761,"(91, 48)"
114.05435748238342,"(91, 48)"
114.05414025598057,"(91, 48)"
114.04685212558519,"(7, 50)"
114.02999484763279,"(91, 48)"
114.00129546375999,"(7, 50)"
113.9898559201135,"(7, 50)"
113.94444915060292,"(91, 48)"
113.93236319622672,"(7, 50)"
113.92318609366613,"(8, 50)"
113.91708425382116,"(61, 46)"
113.84740858907168,"(91, 48)"
113.811568991919,"(91, 48)"
113.80158259717004,"(7, 50)"
113.74443667992598,"(91, 48)"
113.7401613857161,"(91, 48)"
113.7259485084032,"(91, 48)"
113.68548876441773,"(91, 48)"
113.68521480201802,"(91, 48)"
113.66508460481958,"(91, 48)"
113.64409105912883,"(92, 48)"
113.63304104624883,"(7, 50)"
113.62166708373982,"(7, 50)"
113.58040513058155,"(8, 50)"
113.53870737162173,"(7, 50)"
113.53867238518903,"(7, 50)"
113.52832302436913,"(91, 48)"
113.52382195506944,"(61, 46)"
113.52026371398235,"(7, 50)"
113.4830410252863,"(7, 50)"
113.4816037142552,"(91, 48)"
113.47602652826937,"(91, 48)"
113.47403065720286,"(7, 50)"
113.46920702514034,"(7, 50)"
113.45058544818978,"(7, 50)"
113.44104881905575,"(24, 51)"
113.43573690631618,"(91, 48)"
113.39409438871101,"(91, 48)"
113.38899388128382,"(91, 48)"
113.3741841016289,"(91, 48)"
113.31097631237506,"(91, 48)"
113.30795430548457,"(91, 48)"
113.30063884472199,"(7, 50)"
113.26158615118254,"(7, 50)"
113.19438714045134,"(91, 48)"
113.19245427500427,"(7, 50)"
113.1907505368353,"(7, 50)"
113.18349568644983,"(7, 50)"
113.15183784787628,"(91, 48)"
113.14197416969529,"(7, 50)"
113.13636730633036,"(77, 47)"
113.11848169387312,"(7, 50)"
113.1160245960873,"(7, 50)"
113.11190884929927,"(91, 48)"
113.09884325808645,"(91, 48)"
113.09732964590887,"(8, 50)"
113.06843253126716,"(23, 51)"
113.06490712462322,"(92, 48)"
113.02060834099949,"(24, 51)"
113.01588142587471,"(7, 50)"
112.9994654576281,"(23, 51)"
112.9910762173506,"(91, 48)"
112.98474082033088,"(23, 51)"
112.9806460644808,"(7, 50)"
112.95027674008035,"(23, 51)"
112.9381538427078,"(91, 48)"
112.92350835759139,"(7, 50)"
112.91976236478908,"(7, 50)"
112.91870486120962,"(7, 50)"
112.87510147963418,"(7, 50)"
112.86130792217855,"(23, 51)"
112.8268548316773,"(91, 48)"
112.8189842253075,"(7, 50)"
112.81780899828073,"(93, 41)"
112.81114506115718,"(7, 50)"
112.79874134645071,"(91, 48)"
112.73747087572312,"(77, 47)"
112.73739694681086,"(7, 50)"
112.73311524037419,"(91, 48)"
112.73262834393087,"(91, 48)"
112.72564198643613,"(92, 48)"
112.69838165558005,"(7, 50)"
112.66311895219341,"(91, 48)"
112.63605462329765,"(7, 50)"
112.63534898628397,"(23, 51)"
112.63421621551785,"(23, 51)"
112.623211373272,"(24, 51)"
112.62091805878177,"(91, 48)"
112.61916207856508,"(24, 51)"
112.61667840978677,"(91, 48)"
112.60713031094092,"(23, 51)"
112.60398549453794,"(7, 50)"
112.58793358263011,"(91, 48)"
112.58120966708782,"(91, 48)"
112.57360439205058,"(23, 51)"
112.57096972949475,"(91, 48)"
112.56672001723203,"(7, 50)"
112.56216414165468,"(23, 51)"
112.54984889231007,"(8, 50)"
112.54833331383736,"(23, 51)"
112.5423318354555,"(7, 50)"
112.54215025628078,"(23, 51)"
112.53010474481206,"(23, 51)"
112.52465934119492,"(23, 51)"
112.51331844088533,"(93, 41)"
112.47703686698043,"(7, 50)"
112.42639647032853,"(7, 50)"
112.41524616117199,"(7, 50)"
112.393483193898,"(91, 48)"
112.38474638562279,"(7, 50)"
112.35756352671964,"(91, 48)"
112.35641795190533,"(91, 48)"
112.35510142613037,"(77, 47)"
112.3152030690084,"(23, 51)"
112.31298907692694,"(7, 50)"
112.29726004094594,"(92, 48)"
112.27772039598517,"(91, 48)"
112.26741986771778,"(23, 51)"
112.25963400832049,"(7, 50)"
112.25000426573826,"(91, 48)"
112.24406716942008,"(91, 48)"
112.23766473473061,"(7, 50)"
112.22952603732475,"(92, 48)"
112.21955641591273,"(39, 52)"
112.21162266664318,"(23, 51)"
112.21159154446332,"(23, 51)"
112.20567659198382,"(23, 51)"
112.20188972345572,"(24, 51)"
112.19575294417393,"(7, 50)"
112.19503395095165,"(23, 51)"
112.19044117963439,"(91, 48)"
112.18882779154039,"(40, 52)"
112.18744721498507,"(39, 52)"
112.18128827689168,"(39, 52)"
112.16500349885618,"(7, 50)"
112.1647227501665,"(39, 52)"
112.14335804178091,"(9, 43)"
112.13724243552807,"(23, 51)"
112.1309343475364,"(39, 52)"
112.10566982442121,"(23, 51)"
112.10045464092101,"(91, 48)"
112.08912476168268,"(7, 50)"
112.07876842004302,"(7, 50)"
112.05866962053675,"(8, 50)"
112.054826565838,"(7, 50)"
112.04438516048282,"(91, 48)"
112.02345578232851,"(7, 50)"
112.01567340622111,"(91, 48)"
111.99648376764135,"(93, 48)"
111.99624851747632,"(91, 48)"
111.9959193755888,"(91, 48)"
111.98756949964118,"(23, 51)"
111.95045664862947,"(23, 51)"
111.93894221712307,"(23, 51)"
111.9104764985375,"(23, 51)"
111.88590417684802,"(39, 52)"
111.87645184106825,"(23, 51)"
111.86298025624177,"(91, 48)"
111.85977558471652,"(40, 52)"
111.85572066727902,"(91, 48)"
111.85093510663255,"(23, 51)"
111.84824442321137,"(39, 52)"
111.84358579139975,"(7, 50)"
111.84219537004483,"(91, 48)"
111.84116532649524,"(39, 52)"
111.82970602326641,"(23, 51)"
111.815500248226,"(7, 50)"
111.81545573549066,"(91, 48)"
111.8017942248559,"(39, 52)"
111.80102797309112,"(39, 52)"
111.7988053016101,"(39, 52)"
111.79374086880662,"(24, 51)"
111.79310407757353,"(39, 52)"
111.79168877085638,"(92, 48)"
111.78506763872333,"(23, 51)"
111.78186883464703,"(91, 48)"
111.77538530338204,"(91, 48)"
111.7734819751078,"(8, 50)"
111.76339036130376,"(7, 50)"
111.76123984475323,"(39, 52)"
111.71982863231844,"(7, 50)"
111.69740687686276,"(39, 52)"
111.6921169486095,"(25, 44)"
111.68920453637813,"(23, 51)"
111.68504116381882,"(91, 48)"
111.68250807867666,"(91, 48)"
111.67634788794317,"(91, 48)"
111.67618846093632,"(7, 50)"
111.67511195626197,"(7, 50)"
111.66072401461331,"(92, 48)"
111.62435473406434,"(23, 51)"
111.6134667755172,"(91, 48)"
111.58217759439475,"(24, 51)"
111.57150271956965,"(23, 51)"
111.56649466891537,"(7, 50)"
111.55847525273755,"(23, 51)"
111.55812301624894,"(55, 53)"
111.55768542158707,"(45, 45)"
111.55072204316208,"(55, 53)"
111.53789367027616,"(23, 51)"
111.53754552176989,"(7, 50)"
111.53002390643155,"(91, 48)"
111.52744773284508,"(55, 53)"
111.5258284830698,"(39, 52)"
111.50238460526985,"(55, 53)"
111.50134795638186,"(23, 51)"
111.5002716411667,"(23, 51)"
111.49135322634926,"(55, 53)"
111.47485874434629,"(7, 50)"
111.4690113043138,"(23, 51)"
111.46756881698252,"(39, 52)"
111.46588511545707,"(7, 50)"
111.46279410816155,"(7, 50)"
111.4621854684379,"(55, 53)"
111.45538571000596,"(7, 50)"
111.45164007082136,"(39, 52)"
111.44338802026749,"(39, 52)"
111.43676800294482,"(39, 52)"
111.40498903370309,"(23, 51)"
111.40478133799785,"(92, 48)"
111.37817977882585,"(40, 52)"
111.36934389455311,"(7, 50)"
111.36091450551436,"(39, 52)"
111.35617008471571,"(92, 48)"
111.35514437452971,"(93, 48)"
111.34117164520613,"(39, 52)"
111.33560399514528,"(8, 50)"
111.32602678454433,"(7, 50)"
111.31940846744396,"(55, 53)"
111.30124241408902,"(55, 53)"
111.29507907379798,"(91, 48)"
111.2946247982707,"(39, 52)"
111.29369513592873,"(7, 50)"
111.28946462159898,"(91, 48)"
111.27814501482015,"(7, 50)"
111.27773933489425,"(55, 53)"
111.2765806954546,"(23, 51)"
111.2735756723748,"(91, 48)"
111.2628601195457,"(23, 51)"
111.25395819938733,"(55, 53)"
111.24637507871122,"(55, 53)"
111.23842197810593,"(91, 48)"
111.2355329614995,"(7, 50)"
111.21594585295762,"(91, 48)"
111.20859696391264,"(91, 48)"
111.20467613450136,"(55, 53)"
111.19127543726293,"(23, 51)"
111.19057598234575,"(55, 53)"
111.18125616966006,"(91, 48)"
111.1800022144422,"(23, 51)"
111.17720283154087,"(23, 51)"
111.16010286473674,"(26, 44)"
111.14944341435178,"(23, 51)"
111.14905093280129,"(7, 50)"
111.14833261313665,"(91, 48)"
111.14752954734807,"(45, 45)"
111.1442249340745,"(7, 50)"
111.14181218937792,"(91, 48)"
111.13959154809767,"(39, 52)"
111.13464102187666,"(39, 52)"
111.1323371087061,"(23, 51)"
111.12308060032488,"(55, 53)"
111.11706163525015,"(7, 50)"
111.11173010897046,"(55, 53)"
111.10810818680731,"(23, 51)"
111.10189942034457,"(91, 48)"
111.09667395495808,"(8, 50)"
111.09282260157379,"(39, 52)"
111.08175671129507,"(39, 52)"
111.077166489397,"(39, 52)"
111.06887686287891,"(23, 51)"
111.06304326103607,"(39, 52)"
111.0605523066056,"(7, 50)"
111.0412719508878,"(55, 53)"
111.04107939870191,"(40, 52)"
111.0310470393536,"(55, 53)"
111.02880986376454,"(7, 50)"
111.0256914782415,"(39, 52)"
111.01504340508887,"(55, 53)"
111.00759144702211,"(55, 53)"
110.99767682204107,"(39, 52)"
110.99324425610122,"(55, 53)"
110.9840853137633,"(7, 50)"
110.9736435171608,"(55, 53)"
110.97240427688632,"(91, 48)"
110.96654679004278,"(39, 52)"
110.95189294341449,"(55, 53)"
110.94375684235214,"(7, 50)"
110.93330756421,"(7, 50)"
110.92203242411469,"(93, 48)"
110.91875390153484,"(91, 48)"
110.91573125250665,"(7, 50)"
110.91303789188501,"(23, 51)"
110.88441723847201,"(55, 53)"
110.88226365615989,"(55, 53)"
110.8711340182799,"(23, 51)"
110.87100348955258,"(92, 48)"
110.86961336884978,"(24, 51)"
110.85742195436112,"(7, 50)"
110.8563231019671,"(23, 51)"
110.85220313163994,"(91, 48)"
110.83680462012074,"(23, 51)"
110.8278394081536,"(23, 51)"
110.82227640616638,"(91, 48)"
110.80391630896142,"(39, 52)"
110.79133912027882,"(92, 48)"
110.7903590586547,"(55, 53)"
110.77610819487879,"(55, 53)"
110.77317239996661,"(39, 52)"
110.77200894581907,"(39, 52)"
110.76746602370531,"(55, 53)"
110.75563943022152,"(7, 50)"
110.75372577751469,"(39, 52)"
110.74948083995577,"(23, 51)"
110.74767888816784,"(39, 52)"
110.74271663999117,"(56, 53)"
110.73966283313659,"(23, 51)"
110.73588931575759,"(91, 48)"
110.72461603330878,"(7, 50)"
110.72059032290777,"(7, 50)"
110.71788307696447,"(91, 48)"
110.71673488639655,"(24, 51)"
110.71589009560836,"(61, 46)"
110.71401466335968,"(55, 53)"
110.70891721630211,"(39, 52)"
110.70023584302045,"(7, 50)"
110.69707314232146,"(55, 53)"
110.6964069762669,"(39, 52)"
110.69545159830564,"(39, 52)"
110.68428370456411,"(7, 50)"
110.67021349990169,"(7, 50)"
110.65219063167073,"(55, 53)"
110.65116477603401,"(39, 52)"
110.65046039077326,"(91, 48)"
110.63123637663287,"(7, 50)"
110.63020056661396,"(23, 51)"
110.6207848564001,"(55, 53)"
110.61030930310703,"(91, 48)"
110.60978149816479,"(7, 50)"
110.6079734701736,"(7, 50)"
110.60052569155349,"(42, 45)"
110.57785005417595,"(24, 51)"
110.5741529841877,"(91, 48)"
110.56744445140335,"(55, 53)"
110.56682822164274,"(91, 48)"
110.5592578152101,"(23, 51)"
110.54924754225793,"(23, 51)"
110.54726020177014,"(7, 50)"
110.51461018964136,"(55, 53)"
110.51439844716673,"(91, 48)"
110.51288481746637,"(91, 48)"
110.50865965578613,"(55, 53)"
110.50273805848906,"(9, 50)"
110.48781264759592,"(55, 53)"
110.48653801839635,"(56, 53)"
110.48264789778581,"(40, 52)"
110.47909738332807,"(23, 51)"
110.47676367648741,"(23, 51)"
110.46771209469128,"(23, 51)"
110.45020606154972,"(39, 52)"
110.44340201477226,"(55, 53)"
110.44149490440886,"(23, 51)"
110.44025255668468,"(55, 53)"
110.43695720920799,"(91, 48)"
110.43404572888463,"(23, 51)"
110.43366905075538,"(23, 51)"
110.42767038723754,"(39, 52)"
110.42665108722011,"(39, 52)"
110.41996868254081,"(91, 48)"
110.41817179803242,"(91, 48)"
110.41808073053046,"(7, 50)"
110.41418969346223,"(91, 48)"
110.40913945315359,"(91, 48)"
110.40616308326119,"(55, 53)"
110.40380784366774,"(55, 53)"
110.39700928080681,"(39, 52)"
110.39104356986753,"(55, 53)"
110.3830649959576,"(39, 52)"
110.3804028335717,"(23, 51)"
110.37778289390134,"(40, 52)"
110.36246944599498,"(91, 48)"
110.35736962728141,"(39, 52)"
110.354921862569,"(39, 52)"
110.35170018827344,"(39, 52)"
110.32398285132776,"(55, 53)"
110.32242064261868,"(91, 48)"
110.31517306442313,"(8, 50)"
110.27797526291401,"(91, 48)"
110.25646207258191,"(91, 48)"
110.25571678410769,"(55, 53)"
110.24884845346428,"(55, 53)"
110.24765621934267,"(61, 46)"
110.24565233963305,"(39, 52)"
110.24452083281848,"(39, 52)"
110.23396025968768,"(23, 51)"
110.23328414889006,"(8, 50)"
110.22981873434402,"(7, 50)"
110.22879212055611,"(7, 50)"
110.22721190996386,"(55, 53)"
110.2196449779124,"(7, 50)"
110.18822267075996,"(55, 53)"
110.18656722185074,"(55, 53)"
110.17952733362003,"(7, 50)"
110.17287244237295,"(9, 50)"
110.16726581296714,"(91, 48)"
110.15587586782472,"(91, 48)"
110.1534551681934,"(40, 52)"
110.14834610416695,"(55, 53)"
110.14123505588667,"(23, 51)"
110.13438132463261,"(23, 51)"
110.12955442099155,"(23, 51)"
110.12797655846404,"(55, 53)"
110.12568667017425,"(7, 50)"
110.12300626695757,"(55, 53)"
110.10861178027689,"(23, 51)"
110.1030066447774,"(55, 53)"
110.09634930504703,"(91, 48)"
110.09391023075703,"(55, 53)"
110.09259821750797,"(39, 52)"
110.0920858092339,"(39, 52)"
110.08513488449243,"(7, 50)"
110.07911999082066,"(55, 53)"
110.07061969202245,"(23, 51)"
110.06128589215172,"(23, 51)"
110.05162969879767,"(55, 53)"
110.04960392855146,"(23, 51)"
110.04575115112657,"(7, 50)"
110.03387522807373,"(7, 50)"
110.03112681403914,"(23, 51)"
110.02655556031281,"(39, 52)"
110.01696700767837,"(23, 51)"
110.01390180223538,"(7, 50)"
110.00914003128865,"(91, 48)"
110.00820860544424,"(91, 48)"
110.00079948866647,"(58, 46)"
110.00020572045166,"(39, 52)"
109.99867970666712,"(23, 51)"
109.99473927536289,"(39, 52)"
109.99077598381955,"(39, 52)"
109.98792620604586,"(91, 48)"
109.97557254258211,"(55, 53)"
109.97103775993182,"(39, 52)"
109.96859510610334,"(56, 53)"
109.96819555299473,"(7, 50)"
109.94870421272378,"(91, 48)"
109.94236562219454,"(55, 53)"
109.92445574924729,"(55, 53)"
109.91703220450749,"(39, 52)"
109.90162289577614,"(7, 50)"
109.90124021238928,"(91, 48)"
109.88516911033794,"(91, 48)"
109.85660587365562,"(91, 48)"
109.85125836282359,"(91, 48)"
109.85008819992865,"(55, 53)"
109.84008115500674,"(92, 48)"
109.83625492627985,"(55, 53)"
109.83444232770292,"(91, 48)"
109.82547018865647,"(8, 50)"
109.82365875056797,"(55, 53)"
109.82233640441432,"(55, 53)"
109.82176728908422,"(91, 48)"
109.8032390528138,"(23, 51)"
109.79949734730546,"(77, 47)"
109.7965804286101,"(24, 51)"
109.7963673892916,"(91, 48)"
109.79537435776409,"(55, 53)"
109.78090141715249,"(55, 53)"
109.77503118198281,"(55, 53)"
109.76392351589848,"(7, 50)"
109.75472019580978,"(24, 51)"
109.75452035891585,"(55, 53)"
109.74385665286871,"(39, 52)"
109.73856920249689,"(23, 51)"
109.73621316266951,"(23, 51)"
109.72781310816353,"(55, 53)"
109.72239847147324,"(7, 50)"
109.72191921272973,"(23, 51)"
109.72124815991002,"(23, 51)"
109.71487288183346,"(23, 51)"
109.70884702869614,"(39, 52)"
109.70719972625264,"(39, 52)"
109.70704409092284,"(23, 51)"
109.70028631085637,"(23, 51)"
109.69706619271355,"(7, 50)"
109.69193593660174,"(55, 53)"
109.68513428974866,"(55, 53)"
109.68334391399321,"(23, 51)"
109.64873215025743,"(39, 52)"
109.64822395162045,"(91, 48)"
109.63942295148094,"(39, 52)"
109.62729209796545,"(23, 51)"
109.62407137362827,"(55, 53)"
109.62294698902305,"(39, 52)"
109.62067230988804,"(39, 52)"
109.61280686335107,"(7, 50)"
109.60501643721821,"(39, 52)"
109.59840241641288,"(55, 53)"
109.59318859774129,"(7, 50)"
109.58494509671009,"(7, 50)"
109.58002230692024,"(55, 53)"
109.57582021763241,"(55, 53)"
109.5634967966428,"(55, 53)"
109.55978177131203,"(55, 53)"
109.53986326983949,"(7, 50)"
109.53437844743726,"(55, 53)"
109.53032403274949,"(55, 53)"
109.52540066996382,"(91, 48)"
109.51848412152194,"(7, 50)"
